,Job Title,Salary Estimate,Job Description,Skills,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,cloud,excel,sql,machine_learning,statistics,salary_range,job_simp,seniority,desc_len
528,Staff Applied Machine Learning Scientist,$135K - $176K (Glassdoor est.),"Master's or PhD degree in a field such as Applied Mathematics, Physics, Engineering, Computer Science, Electrical Engineering or equivalent experience.…","Skills: TensorFlow, Computer science, Kubernetes, Docker, C",4.1,Grainger,"Chicago, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,135.0,176.0,155.5,Grain,IL,97,0,1,0,0,1,0,0,0,41.0,mle,na,152
529,Sr. Data Scientist,$110K - $141K (Glassdoor est.),"Advanced use of current and emerging technologies to evaluate trends and develop actionable insights and recommendations to management, via understanding of the……","Skills: Statistical software, Azure, Management, Business intelligence, Big data",3.5,Fedex,"Collierville, TN",10000+ Employees,1973,Company - Public,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,110.0,141.0,125.5,Fe,TN,51,0,1,0,1,1,0,0,0,31.0,data scientist,senior,162
530,Staff Machine Learning Engineer,$118K - $313K (Employer est.),"If you have a foundation in online platform trust and safety issues, skills in data science and machine learning and an empathetic approach to mentoring and……","Skills: SQL, Machine learning, GitHub, Data science, GraphQL",3.8,"GitHub, Inc.",Remote,1001 to 5000 Employees,2008,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,118.0,313.0,215.5,"GitHub, I",,16,0,1,0,0,1,1,1,0,195.0,mle,na,158
531,Data Scientist,$80K - $148K (Employer est.),"You will work with other data and analytics professionals to optimize, refine, automate, and scale analysis into repeatable analytics solutions and decision……","Skills: CI/CD, Software deployment, AWS, Analysis skills, Machine learning",3.6,BMO US,"Chicago, IL",10000+ Employees,1882,Subsidiary or Business Segment,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,80.0,148.0,114.0,BMO,IL,142,0,1,0,1,1,0,1,0,68.0,data scientist,na,158
532,Equity Quantitative Research | Equity Model Research | Quantitative Researcher,$175K - $300K (Employer est.),Leverage economic models and financial analysis to define fundamental factors driving the cross-section of stock returns.…,"Skills: MATLAB, Pricing, R, Analysis skills, C++",4.0,Citadel Enterprise Americas,"New York, NY",1001 to 5000 Employees,1990,Company - Private,Investment & Asset Management,Financial Services,$25 to $100 million (USD),0,175.0,300.0,237.5,Citadel Enterprise Ameri,NY,34,0,1,0,0,1,0,0,0,125.0,na,na,122
533,Senior Data Scientist (REMOTE),$115K - $213K (Employer est.),"B.S. or above in quantitative discipline: Computer Science Statistics, Applied Mathematics, Engineering, or related field. Holidays: 8 paid holidays annually.…","Skills: TensorFlow, Statistics, Software deployment, Spark, R",4.4,SailPoint,Remote,1001 to 5000 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,115.0,213.0,164.0,SailPo,,19,0,1,1,0,1,0,0,1,98.0,data scientist,senior,159
534,"Staff Machine Learning Engineer, Applied Science",$200K - $412K (Employer est.),"MS/PhD in Computer Science, ML, NLP, Statistics, Information Sciences or related field. You'll conduct research that can be applied across Pinterest engineering……","Skills: TensorFlow, Research, Java, C++, Machine learning",4.0,Pinterest,"San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,200.0,412.0,306.0,Pinter,CA,14,0,1,0,0,1,0,1,0,212.0,mle,na,162
535,Strategic Risk Data Scientist II,$115K - $157K (Glassdoor est.),"Perform sophisticated analytics (statistical and predictive analytics, machine learning modeling, etc) to provide actionable insights that improve business……","Skills: Microsoft Powerpoint, Statistics, Microsoft Excel, Data mining, SAS",3.2,Truist Bank,"Charlotte, NC",10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,115.0,157.0,136.0,Truist B,NC,5,0,1,0,0,1,0,0,1,42.0,data scientist,na,157
536,Senior Applied Scientist,$117K - $229K (Employer est.),"Working with science, engineering, and program management teams to integrate the latest large language models (LLMs) such as OpenAI models and open-source……","Skills: TensorFlow, Statistics, PaaS, Research, Machine learning",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,117.0,229.0,173.0,Micros,WA,49,0,1,0,0,1,0,1,1,112.0,na,senior,156
537,TikTok Shop - Data Scientist,$108K - $168K (Employer est.),"Leverage data science expertise to design data solutions to solve commerce operation and product problems such as supply growth, user growth and marketplace……","Skills: Statistics, Computer science, R, SQL, Machine learning",3.3,TikTok,"Seattle, WA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,108.0,168.0,138.0,Tik,WA,8,0,1,0,0,1,1,1,1,60.0,data scientist,na,158
538,Senior Data Scientist,$145K - $194K (Employer est.),"Apply technical expertise with quantitative analysis, experimentation, and the presentation of data to develop strategies for our business and help solve the……","Skills: R, Tableau, SQL, Analysis skills, Regression analysis",3.9,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,0,145.0,194.0,169.5,Atlass,CA,22,0,1,0,0,1,1,0,0,49.0,data scientist,senior,159
539,Quantitative Data & Machine Learning Associate,$91K - $137K (Glassdoor est.),"Design and implement machine learning models: Utilize state-of-the-art machine learning and AI techniques to develop predictive models, optimize model……","Skills: CI/CD, Microsoft Excel, Git, Bloomberg, Tableau",3.8,Northwestern Mutual,"Milwaukee, WI",5001 to 10000 Employees,1857,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD),0,91.0,137.0,114.0,Northwestern Mut,WI,167,0,1,0,0,1,0,0,0,46.0,mle,na,152
540,Senior Data Scientist,$101K - $135K (Employer est.),"4+ years of relevant experience in data science, quantitative analysis, statistical forecasting, market analysis, change-point detection, or a related field.…","Skills: Google Cloud Platform, AWS, Analysis skills, Machine learning, Forecasting",3.3,DTN,Remote,1001 to 5000 Employees,1984,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,101.0,135.0,118.0,,,40,0,1,0,1,1,0,1,0,34.0,data scientist,senior,158
541,Senior Data Scientist,$117K - $229K (Employer est.),"OR Master's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 3+ years data……","Skills: Machine learning, Data science, AI",4.2,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,117.0,229.0,173.0,Micros,,49,0,1,0,0,1,0,1,0,112.0,data scientist,senior,161
542,Data Scientist,$73K - $129K (Glassdoor est.),"Master’s Degree in computer science, applied/computational mathematics, engineering, biostatistics, statistics, or a quantitative field such as astronomy or……","Skills: TensorFlow, Statistics, Computer science, Signal processing, R",4.1,Yale University,"New Haven, CT",10000+ Employees,1701,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,0,73.0,129.0,101.0,Yale Univers,CT,323,0,1,0,0,1,0,0,1,56.0,data scientist,na,158
543,"Staff Machine Learning Researcher, GitHub Next",$118K - $313K (Employer est.),"One or more publications in top machine learning, natural language processing, programming languages, or software engineering conferences, such as ICML, NeurIPS……","Skills: Research, Machine learning, Natural language processing, GitHub, AI",3.8,"GitHub, Inc.",Remote,1001 to 5000 Employees,2008,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,118.0,313.0,215.5,"GitHub, I",,16,0,1,0,0,1,0,1,0,195.0,mle,na,162
544,Lead Data Scientist,$97K - $234K (Employer est.),"Bachelor’s/Master’s degree in a quantitative field (such as Analytics, Statistics, Mathematics, Economics or Engineering) or equivalent field experience.…","Skills: Microsoft Excel, Data mining, Google Cloud Platform, Apache Hive, E-commerce",3.8,PayPal,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,97.0,234.0,165.5,Pay,CA,26,0,1,0,0,1,0,0,0,137.0,data scientist,senior,154
545,Principal Applied Scientist - ICML 2024,$138K - $267K (Employer est.),"As a Principal Applied Scientist at Microsoft, you will conduct applied research and lead collaborations that yield innovative solutions, practical data,……","Skills: Statistics, Research, Machine learning, Predictive analytics",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,138.0,267.0,202.5,Micros,WA,49,0,1,0,0,1,0,1,1,129.0,na,senior,155
546,"Senior Data Scientist, 5+ Years of Experience",$184K - $276K (Employer est.),"5+ years of experience in quantitative analysis & data science or a related field. BS/BA degree in statistics, mathematics, economics, computer science,……","Skills: Computer science, Data modeling, Data mining, Social media management, Big data",3.5,Snapchat,"Los Angeles, CA",5001 to 10000 Employees,2011,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,184.0,276.0,230.0,Snapc,CA,13,0,1,0,0,1,0,0,0,92.0,data scientist,senior,154
547,Machine Learning Scientist - Health Sensing,$135K - $251K (Employer est.),Develop innovative algorithms for extracting insight from sensor and health data and optimizing performance using machine learning/deep learning on big data……,"Skills: TensorFlow, Signal processing, Spark, Physiology knowledge, Statistical analysis",4.1,Apple,"San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,135.0,251.0,193.0,Ap,CA,48,0,1,1,0,1,0,0,1,116.0,mle,na,158
548,Supervisory Computer Scientist (Data Scientist),$83.74 - $84.39 Per Hour (Employer est.),"As a Supervisory Computer Scientist (Data Scientist), you will: Serve as a Branch Chief, with the full scope of supervisory, managerial, surveillance and data……","Skills: Calculus, English, Information security, Supervising experience, Project management",4.0,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1946,Government,National Agencies,Government & Public Administration,$1 to $5 billion (USD),1,167.48,168.78,84.065,Centers for Disease Control and Prevent,GA,78,0,1,0,0,1,0,0,0,0.6500000000000057,data scientist,na,160
549,Staff Data Scientist,$31K - $368K (Employer est.),Lead engagement and revenue initiatives including complete hands-on ownership of the model lifecycle; success and key results at the program-level; and driving……,"Skills: TensorFlow, Google Cloud Platform, SQL, Analysis skills, Machine learning",4.3,Credit Karma,"Oakland, CA",1001 to 5000 Employees,2007,Company - Public,Research & Development,Management & Consulting,Unknown / Non-Applicable,0,31.0,368.0,199.5,Credit Ka,CA,17,0,1,0,0,1,1,1,0,337.0,data scientist,na,161
550,Statistician,$120K - $140K (Employer est.),"Conduct independent analysis using standard statistical techniques such as linear regression, generalized linear modeling, mixed modeling, and other inference……","Skills: SAS, Content management systems, R, Regression analysis, Communication skills",4.4,"Lantana Consulting Group, Inc.",Vermont,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,120.0,140.0,130.0,"Lantana Consulting Group, I",,19,0,1,0,0,1,0,0,0,20.0,na,na,160
551,Staff Data Scientist,$190K - $238K (Glassdoor est.),"Leads technical work of a scrum team: initiating and designing model solutions, driving end-to-end architecture designs of the team’s work, and holding the team……","Skills: Data mining, R, Git, Apache Hive, Java",4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,190.0,238.0,214.0,Int,CA,41,0,1,0,0,1,0,0,0,48.0,data scientist,na,162
552,Hardware Insight Data Scientist,$136K - $249K (Employer est.),"BA or BS degree in statistical analysis, computer science, data science, or related field. The core function of this role involves crafting and implementing……","Skills: React, Kubernetes, Data analysis skills, Tableau, Databases",4.1,Apple,"Sunnyvale, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,136.0,249.0,192.5,Ap,CA,48,0,1,0,0,1,0,0,0,113.0,data scientist,na,158
553,"iCloud - Data Scientist, ASE iCloud Data Organization",$176K - $312K (Employer est.),"Your academic background is in a quantitative field such as Mathematics, Statistics, Computer Science, Engineering, Economics, Physics, and etc.…","Skills: Spark, R, Git, Apache Hive, SQL",4.1,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,176.0,312.0,244.0,Ap,CA,48,0,1,1,0,1,1,0,0,136.0,data scientist,na,145
554,Survey Research Statistician Associate,$105K - $160K (Employer est.),"Ph.D., ABD or Master's degree in statistics, quantitative survey methodology, or a quantitative social science field.…","Skills: Statistics, SAS, Writing skills, R, Research",3.6,Abt Global,"Rockville, MD",1001 to 5000 Employees,1965,Company - Private,Research & Development,Management & Consulting,$500 million to $1 billion (USD),0,105.0,160.0,132.5,Abt Glo,MD,59,0,1,0,0,1,0,0,1,55.0,na,na,118
555,"Senior Data Scientist & Technical Lead, People Analytics",$95K - $211K (Employer est.),"Expert knowledge of advanced statistical methods (e.g., regression, cluster analysis, HLM, social network analysis, text analysis, forecasting/predictive models……","Skills: R, SQL, Analysis skills, Machine learning, Regression analysis",4.2,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,95.0,211.0,153.0,Ad,CA,42,0,1,0,0,1,1,1,0,116.0,data scientist,senior,162
556,"Machine Learning Data Associate, Alexa Information & Ads",$31K - $51K (Employer est.),"We do this by increasing the number of questions Alexa can answer, by improving the overall quality of the answers Alexa serves, and by providing stakeholders……","Skills: Writing skills, Analysis skills, Machine learning, Organizational skills, Communication skills",3.7,Amazon.com Services LLC,"Santa Barbara, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,31.0,51.0,41.0,Amazon.com Services,CA,30,0,1,0,0,1,0,1,0,20.0,mle,na,160
557,Remote Sensing Data Scientist,$95K - $195K (Employer est.),Build state-of-the-art Earth observation data products from remote sensing data. This role will interact with both instrument engineering and science teams to……,"Skills: AWS, Analysis skills, Python, Analytics",5.0,Muon Space,Remote,1 to 50 Employees,2021,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,95.0,195.0,145.0,Muon Sp,,3,1,0,0,1,1,0,0,0,100.0,data scientist,na,160
558,Senior Data Scientist,$141K - $263K (Employer est.),"Hold a bachelor’s degree (or its equivalent) in computer-science/information-theory/language-technologies or a related field is required, and a Master or PhD is……","Skills: Management, Big data, Spark, R, Project coordination",3.3,Fortive,"Austin, TX",10000+ Employees,2016,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),0,141.0,263.0,202.0,Fort,TX,8,0,1,1,0,1,0,0,0,122.0,data scientist,senior,162
559,Machine Learning Engineer II,$98K - $209K (Employer est.),"Bachelor's Degree in Computer Science, Math, Software Engineering, Computer Engineering , or related field AND 2+ years experience in business analytics, data……","Skills: Data modeling, Big data, Machine learning, Software development, Data science",4.2,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,98.0,209.0,153.5,Micros,,49,0,1,0,0,1,0,1,0,111.0,mle,na,160
560,Basketball Data Science & Scheduling Lead,$180K - $240K (Employer est.),"Experience with modeling (e.g., Excel), scripting languages (e.g. R or Python) and data visualization tools (e.g. Shiny or Tableau).…","Skills: Microsoft Excel, Management, R, Tableau, Project management",3.9,the NBA,"New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $10 billion (USD),0,180.0,240.0,210.0,the,NY,78,0,1,0,0,1,0,0,0,60.0,na,senior,133
561,Staff Data Scientist,$140K - $268K (Employer est.),10+ years of work experience in data science or another related field. Communicate effectively and manage relationships with partners coming from both technical……,"Skills: Statistics, Web analytics, Big data, Spark, R",4.2,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,140.0,268.0,204.0,Ad,CA,42,0,1,1,0,1,0,0,1,128.0,data scientist,na,162
562,Data Scientist,$98K - $209K (Employer est.),"O Bachelor's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 5+ years data……","Skills: R, Analysis skills, Machine learning, Data science, Python",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,98.0,209.0,153.5,Micros,WA,49,1,1,0,0,1,0,1,0,111.0,data scientist,na,162
563,TikTok Shop - Data Scientist,$108K - $168K (Employer est.),"Leverage data science expertise to design data solutions to solve commerce operation and product problems such as supply growth, user growth and marketplace……","Skills: Statistics, Computer science, R, SQL, Machine learning",3.3,TikTok,"Seattle, WA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,108.0,168.0,138.0,Tik,WA,8,0,1,0,0,1,1,1,1,60.0,data scientist,na,158
564,Health Sensing ML Engineer,$143K - $264K (Employer est.),Analyze model behavior and finding weaknesses; drive design decisions with in-depth failure analysis. Work cross-functionally to bring algorithms to real-world……,"Skills: TensorFlow, Signal processing, Data analysis skills, Machine learning, Deep learning",4.1,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,143.0,264.0,203.5,Ap,CA,48,0,1,0,0,1,0,1,0,121.0,na,na,161
565,Senior Data Scientist,$173K - $243K (Employer est.),"Excellent logical thinking, a very strong background (Bachelor’s/Master’s degree) in a quantitative field such as mathematics, statistics, physics, engineering,……","Skills: Data mining, R, Statistical analysis, Machine learning, Scala",3.8,Expedia Partner Solutions,"Austin, TX",10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,173.0,243.0,208.0,Expedia Partner Soluti,TX,28,0,1,0,0,1,0,1,1,70.0,data scientist,senior,162
566,Applied Machine Learning Research Scientist,$190K - $250K (Employer est.),Perform hands-on analysis and modeling of enormous data sets to develop insights. We're seeking an Applied Machine Learning Research Scientist to collaborate……,"Skills: Spark, Research, Databases, Machine learning, AI",-1.0,Coactive AI,"San Jose, CA",1 to 50 Employees,2021,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,190.0,250.0,220.0,Coactive AI,CA,3,0,1,1,0,1,0,1,0,60.0,mle,na,159
567,Principal Data Scientist,$150K - $200K (Employer est.),"Proficiency in programming languages and tools such as Python, SQL, and relevant data science libraries and frameworks.…","Skills: Azure, Big data, Spark, SQL, AWS",3.9,andros.co,Remote,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,150.0,200.0,175.0,andros,,11,0,1,1,1,1,1,0,0,50.0,data scientist,senior,120
568,Sr. Data Scientist,$124K - $207K (Employer est.),Ability to convey requirements and tell data-led stories to a technical and non-technical audience. They must have strong experience using a variety of data……,"Skills: Statistical software, Statistics, MATLAB, Microsoft Excel, Data mining",3.8,McKesson,"Columbus, OH",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,124.0,207.0,165.5,McKes,OH,191,0,1,0,0,1,0,0,1,83.0,data scientist,senior,158
569,Senior Data Scientist,$127K - $229K (Employer est.),"Master's degree in Computer Science, Analytics/Data Science, Statistics, or related quantitative field, or a Bachelor's degree in a similar field with relevant……","Skills: Power BI, Spark, R, Tableau, SQL",4.2,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,127.0,229.0,178.0,Ad,CA,42,0,1,1,0,1,1,0,0,102.0,data scientist,senior,161
570,Technical Program Manager - Data Science,$159K - $201K (Employer est.),"You will work with each engineering team to develop project schedules, identify milestones, flag risks, estimate budgets, and clearly communicate ongoing……","Skills: Computer science, Statistical analysis, Machine learning, Scrum, Agile",3.7,Zoox,"Foster City, CA",1001 to 5000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,159.0,201.0,180.0,Z,CA,10,0,1,0,0,1,0,1,1,42.0,manager,na,155
571,Senior Machine Learning Engineer,$172K - $246K (Employer est.),You have experience with agile software processes and modular code design following industry standards. Experience with tools like TensorFlow or PyTorch.…,"Skills: TensorFlow, Java, Machine learning, Agile, A/B testing",4.0,Spotify,"Boston, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,172.0,246.0,209.0,Spot,NY,18,0,1,0,0,1,0,1,0,74.0,mle,senior,154
572,"Technical Program Manager, Machine Learning",$129K - $228K (Employer est.),"Development experience using Python (numpy, pandas, etc.) or other scripting language to do data analysis, advanced analytics and development of automation……","Skills: Jira, Program management, Management, Tableau, SQL",3.5,Snapchat,"Los Angeles, CA",5001 to 10000 Employees,2011,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,129.0,228.0,178.5,Snapc,CA,13,0,1,0,0,1,1,0,0,99.0,mle,na,157
573,Senior Data Scientist,$142K - $184K (Glassdoor est.),"Coordinate and collaborate with data science, data engineering, analytic engineering, and other resources to achieve business goals.…","Skills: Spark, SQL, Project management, Machine learning, Forecasting",3.7,Bose,"Atlanta, GA",5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),0,142.0,184.0,163.0,B,GA,60,0,1,1,0,1,1,1,0,42.0,data scientist,senior,133
574,Senior Data Scientist I,$116K - $194K (Employer est.),"A master’s in Statistics, Computer Science, Math, Physics or a related field. Excellent communication and collaboration skills to influence both technical and……","Skills: Computer science, Data modeling, Signal processing, Enterprise software, Spark",3.7,FIS Global,"Seattle, WA",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Financial Services,$10+ billion (USD),0,116.0,194.0,155.0,FIS Glo,WA,56,0,1,1,0,1,0,0,0,78.0,data scientist,senior,160
575,Sr Data Scientist - People Analytics,$93K - $185K (Employer est.),"You will support the Lead Data Scientists as needed and lead your own projects and problem solve with business leaders, provide thought leadership, and support……","Skills: Statistics, Alteryx, Data analysis skills, Child protective services, Machine learning",3.1,CVS Health,"Tampa, FL",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,93.0,185.0,139.0,CVS Hea,FL,61,0,1,0,0,1,0,1,1,92.0,data scientist,senior,161
576,"Data Scientist, Master's Degree (Machine Learning and Operations Research)",$85K - $115K (Employer est.),"Apply thorough technical and business knowledge to feature engineering of massive datasets, exploratory data analysis, and model building to deliver accurate……","Skills: R, Git, Machine learning, Scala, Cloud computing",4.1,Procter & Gamble,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,85.0,115.0,100.0,Procter & Gam,OH,187,0,1,0,0,1,0,1,0,30.0,data scientist,na,159
577,"Applied Scientist I, BRP (Buyer Risk Prevention)",$129K - $213K (Employer est.),"Master's degree in computer science, mathematics, statistics, machine learning or equivalent quantitative field.…","Skills: Oracle, Java, SQL, C++, Machine learning",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,129.0,213.0,171.0,Amazon.com Services,WA,30,0,1,0,0,1,1,1,0,84.0,na,na,113
578,Staff Product Data Scientist,$97K - $234K (Employer est.),The selected candidate for this role would be expected to have the following skills: • Strong SQL skills and visualization skills with a lot of attention to……,"Skills: Microsoft Excel, R, QlikView, Apache Hive, Tableau",3.8,PayPal,United States,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,97.0,234.0,165.5,Pay,,26,0,1,0,0,1,0,0,0,137.0,data scientist,na,158
579,"Senior Data Scientist, Performance Analytics",$84K - $129K (Employer est.),"The Senior Data Scientist, Performance Analytics will be responsible for using statistical programs, developing internal analytical solutions, and using tools……","Skills: MATLAB, Microsoft Excel, R, Data analysis skills, SQL",3.8,ENGIE North America Inc.,"Houston, TX",10000+ Employees,2008,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD),0,84.0,129.0,106.5,ENGIE North America I,TX,16,0,1,0,0,1,1,0,0,45.0,data scientist,senior,160
580,"Sr Data Scientist, Product Analytics - USDS",$167K - $220K (Glassdoor est.),Ability to conduct rigorous analysis and communicate conclusions to both technical and non-technical audiences. Previous 5 years of full-time experience.…,"Skills: Management, Social media management, R, SQL, Analysis skills",3.3,TikTok,"Mountain View, CA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,167.0,220.0,193.5,Tik,CA,8,0,1,0,0,1,1,0,0,53.0,data scientist,senior,154
581,Sr. Data Scientist,$104K - $140K (Glassdoor est.),"Education: bachelor's degree in a quantitative discipline (economics, engineering, computer science, data science, statistics, mathematics, physics, etc.).…","Skills: Statistics, Management, R, SQL, Statistical analysis",4.0,Berkley,"Glen Allen, VA",51 to 200 Employees,2012,Company - Private,Commercial Printing,Manufacturing,$25 to $100 million (USD),0,104.0,140.0,122.0,Berk,VA,12,0,1,0,0,1,1,0,1,36.0,data scientist,senior,156
582,"Manager, Data Science",$154K - $220K (Employer est.),The ideal candidate will have experience with growing and managing a data science team within a product company with capability of bringing clear understanding……,"Skills: Growing experience, MATLAB, Data mining, Big data, R",3.4,ServiceTitan,Remote,1001 to 5000 Employees,2013,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,154.0,220.0,187.0,ServiceTi,,11,0,1,0,0,1,0,0,0,66.0,manager,na,161
583,Data Scientist (Hourly Remote),$45.00 - $80.00 Per Hour (Employer est.),They will be encouraged to propose innovative ideas for new tools and functionality as well as develop improvements for existing solutions.…,"Skills: Statistical analysis, AWS, Analysis skills, Machine learning, Python",4.1,ARES Corporation,United States,501 to 1000 Employees,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),1,90.0,160.0,62.5,ARES Corporat,,32,1,1,0,1,1,0,1,1,35.0,data scientist,na,140
584,Assoc Performance Data Scientist,$66K - $70K (Employer est.),"As needed, assist with developing and validating new algorithms, analysis tools, and predictive models. The associate develops tools to optimize performance……","Skills: Cloud infrastructure, R, HIPAA, SQL, AWS",2.7,United States Olympic and Paralympic Committee,Remote,501 to 1000 Employees,1894,Nonprofit Organization,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,66.0,70.0,68.0,United States Olympic and Paralympic Commit,,130,0,1,0,1,1,1,0,0,4.0,data scientist,na,158
585,Data Scientist,$89K - $118K (Employer est.),You possess a strong drive to learn and excel in solving complex problems using data-driven tools and algorithms. Evidence of innovative problem-solving skills.…,"Skills: TensorFlow, Statistics, Microsoft Excel, SQL, Machine learning",3.6,WEX Inc.,"Portland, ME",1001 to 5000 Employees,1983,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),0,89.0,118.0,103.5,WEX I,ME,41,0,1,0,0,1,1,1,1,29.0,data scientist,na,161
586,Data Scientist 2,$87K - $119K (Employer est.),"Makes decisions regarding own work methods, occasionally in ambiguous situations, and requires minimal direction and receives guidance where needed.…","Skills: Statistics, SAS, Analysis skills, Data analytics, Python",3.8,Humana,Remote,10000+ Employees,1961,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,87.0,119.0,103.0,Hum,,63,1,0,0,0,1,0,0,1,32.0,data scientist,na,149
587,Data Scientist,$113K - $121K (Employer est.),"This position will require strong technical skills, including exploratory data analysis, data visualization, statistical analysis, and predictive modeling.…","Skills: Power BI, Azure, Data mining, Big data, R",3.9,TradeStation,Remote,501 to 1000 Employees,1982,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,113.0,121.0,117.0,TradeStat,,42,0,1,0,1,1,0,0,0,8.0,data scientist,na,156
